Codigo,clave,descripcion
49193,CR-319,"Cuello de repuesto tipo cobra para fregadero, Basic"
49195,POL-6R,Punta pol 6 cm con rosca
49196,POL-12R,Punta pol 12 cm con rosca
49197,POL-6E,Punta pol 6 cm con espiga
49198,POL-12E,Punta pol 12 cm con espiga
49203,M-048I,"Mezcladora lavabo, manerales cono, Basic"
49204,M-050I," Mezcladora lavabo, manerales cono, cuello curvo, Basic"
49208,TA-38B,"Tarja de 38 cm, empotrar, Basic"
49209,TA-48B,"Tarja de 48 cm, empotrar, Basic"
49210,TECO-60R,"Termocople 60 cms, roscable"
49211,TECO-60S,"Termocople 60 cms, soldable"
49212,TEPAR-60,Termopar 60 cms con piloto
49213,M-060I," Mezcladora lavabo, manerales cono, cuello bar, Basic"
49214,MM-900,Juego de 2 manerales para lavabo y fregadero tipo cono
49215,FILA-P1,"Filtro para agua, paso 1"
49216,CARFIL-P1,"Cartucho repuesto, filtro agua, paso 1"
49217,PURA-P2,"Purificador de agua, paso 2"
49218,CARPUR-P2,"Cartucho repuesto, purificador agua"
49221,F-318I,"Mezcladora fregadero, manerales cono, Basic"
49225,RG-100,Regulador de gas de 1 vía
49226,RG-200,Regulador de gas de 2 vías
49229,M-142,"Llave individual para lavabo, metálica, hexagonal, Basic"
49230,M-048,"Mezcladora lavabo, manerales hexagonal, Basic"
49231,M-048A,"Mezcladora lavabo, manerales de acrílico, Basic"
49234,M-242,"Juego 2 llaves para lavabo, manerales hexagonal, Basic"
49235,M-242A,"Juego 2 llaves para lavabo, manerales de acrílico, Basic"
49236,M-050,"Mezcladora lavabo, hexagonales, cuello curvo, Basic"
49238,F-317,"Mezcladora fregadero, manerales hexagonal, corto, Basic"
49239,F-318,"Mezcladora fregadero, manerales hexagonal, Basic"
49240,F-318A,"Mezcladora fregadero, manerales de acrílico, Basic"
49241,MR-100,"Juego 2 manerales para regadera, tipo cubo, Basic"
49242,MR-200,"Juego 2 manerales para regadera, de acrílico, Basic"
49243,MM-100,"Juego 2 manerales lavabo y fregadero, hexagonal, Basic"
49244,MM-200,"Juego 2 manerales para lavabo y fregadero, de acrílico,Basic"
49245,R-506,"Regadera redonda, cabeza ABS, 2-1/2', Basic"
49246,R-507,"Regadera redonda, cabeza ABS, 3', Basic"
49247,R-504,"Regadera redonda, cabeza 3-1/2', Aqua"
49248,R-501,"Regadera cuadrada, cabeza 2', Aqua"
49249,E-652,"Juego 2 llaves empotrar, regadera, soldables, cubo, Basic"
49250,E-652A,"Juego 2 llaves empotrar, regadera, soldables, acrílico,Basic"
49251,E-052,"Juego 2 llaves empotrar, regadera, roscables, cubo, Basic"
49252,E-052A,"Juego 2 llaves empotrar, regadera, roscables, acrílico,Basic"
49255,A-800,"Juego accesorios baño, 5 piezas, Basic"
49256,R-500S," Regadera plástica, sin brazo, Basic"
49259,R-508,"Regadera plástica, 5 funciones, con brazo, Aqua"
49269,R-500,"Regadera plástica de 2 1/2', basic"
49270,RS-604,Resumidero de latón 4x4
49271,RS-606,Resumidero de latón 6x6
49275,M-060,"Mezcladora lavabo, manerales hexagonal, cuello bar, Basic"
49276,M-050A,"Mezcladora lavabo, manerales acrilico, cuello curvo, Basic"
49277,M-060A,"Mezcladora lavabo, manerales acrilico, cuello bar,Basic"
49278,M-048P," Mezcladora lavabo, manerales palanca, Basic"
49279,M-050P,"Mezcladora lavabo, manerales palanca, cuello curvo, Basic"
49280,M-060P,"Mezcladora lavabo, manerales palanca, cuello bar, Basic"
49281,MP-048,"Mezcladora plástico lavabo, cuello corto, manerales estándar"
49282,MP-050,"Mezcladora plástico lavabo, cuello curvo, manerales estándar"
49283,FP-318,"Mezcladora plástico fregadero, cuello y manerales estándar"
49284,R-504B,"Regadera redonda, cabeza 3-1/2', Aqua, blister"
49285,CRB-060,"Cuello repuesto, lavabo, tipo bar, Basic"
49286,F-317A,"Mezcladora fregadero, manerales acrílicos, corto, Basic"
49287,F-318P,"Mezcladora fregadero, manerales palanca, Basic"
49288,MP-060,"Mezcladora plástica para lavabo, cuello tipo bar, Basic"
49289,FP-317,"Mezcladora plástica para fregadero, cuello corto, Basic"
49290,CASQ-F10,"Casquillo para fregadero, 10 cm"
49291,CASQ-F15,"Casquillo para fregadero, 15 cm"
49292,CASQ-F20,"Casquillo para fregadero, 20 cm"
49293,CV-CARCE,Cartucho cerámico para llaves de empotrar de PPR
49294,CPVC-CARCE,Cartucho cerámico para llaves de empotrar de CPVC
49295,EXTL-10,"Extensión para lavabo, 10 cm"
49296,EXTL-15,"Extensión para lavabo, 15 cm"
49297,EXTL-20,"Extensión para lavabo, 20 cm"
49298,TUIZ-7/8G,Tuerca izquierda 7/8' a granel
49300,TUIZ-7/8,Tuerca izquierda 7/8'
49305,ADPO-1/2M,"Adaptador para poliducto, 1/2', macho"
49306,ADPO-3/4M,"Adaptador para poliducto, 3/4', macho"
49307,ADPO-1M,"Adaptador para poliducto, 1', macho"
49308,MP-242,"Juego 2 llaves para lavabo, ABS, manerales hexagonal, Basic"
49309,MP-142,"Llave individual para lavabo, ABS, maneral hexagonal, Basic"
49311,ADPO-1/2H,"Adaptador para poliducto, 1/2', hembra"
49312,ADPO-3/4H,"Adaptador para poliducto, 3/4', hembra"
49313,ADPO-1H,"Adaptador para poliducto, 1', hembra"
49325,VW-206,"Válvula de descarga, sistema dual para tanque bajo"
49326,VW-356,"Juego de accesorios para tanque bajo, económico"
49330,PIJ-WC,Pija para WC
49331,TOR-WC,Tornillos para WC
49333,CE-231,"Desagüe polipropileno p/lavabo con cubierta cromada,1-1/4'"
49334,CE-293,"Céspol polipropileno, flexible s/contra p/fregadero 1-1/2'"
49335,CE-207,Céspol de latón cromado para lavabo con tapón y cadena
49336,CE-209,"Céspol de latón cromado sin contra para fregadero, 1-1/2'"
49337,CE-208,Cespol de latón cromado para lavabo tipo moneda
49338,VW-205,"Válvula de llenado, ajustable, de plástico para tanque bajo"
49339,PERA-P,Pera perfecta para tanque WC
49340,VW-513,Válvula de llenado de latón para tanque bajo
49341,VW-613,Válvula de descarga de latón para tanque bajo
49342,VW-056,Juego completo de accesorios de plástico para tanque bajo
49343,VW-017,Válvula de llenado de plástico para tanque bajo
49344,VW-005,Válvula de llenado de plástico con flotador para tanque bajo
49345,VW-006,Válvula de descarga de plástico para tanque bajo
49346,SA-006,Sapo de pvc para tanque bajo con cadena
49347,FL-004,"Flotador eléctrico para tinaco, 3m"
49348,PW-019,Palanca cromada para wc
49349,RS-601,"Resumidero de zamac, modelo 'A', 4x4'"
49350,RS-602,"Resumidero de zamac, redondo, 3-1/2x2'"
49352,CO-813,Contracanasta de acero inoxidable con tubo de latón
49353,CO-814,Contracanasta de plástico con tubo de plástico
49358,CUG-WC,Cuello de cera con guia
49359,CU-WC,Cuello de cera sin guia
49360,AQCR-92,"Cuello de repuesto para mezcladora fregadero F-409, Basic"
49361,CARCE-10,"Cartucho cerámico para mezcladora F-409, Basic"
49362,SA-007,Sapo ajustable con cadena inoxidable para WC
49363,CARCE-11,"Cartucho cerámico para llaves individuales AQM-11, Aqua"
49365,CE-235,"Céspol polipropileno, flexible, tipo 'P' para lavabo 1-1/4'"
49366,CE-218,"Céspol polipropileno, flexible de bote para lavabo de 1-1/4'"
49370,CE-233,"Céspol polipropileno, flexible, tipo 'P' p/fregadero 1-1/2'"
49371,CE-291,"Céspol polipropileno, flexible de bote p/fregadero, 1-1/2'"
49375,CR-317,"Cuello de repuesto corto para fregadero (f-317), Basic"
49376,CR-318,"Cuello de repuesto standard para fregadero (f-318), Basic"
49377,CR-050,"Cuello de repuesto para mezcladora lavabo (m-050), Basic"
49378,BCH-500,"Brazo y chapetón de repuesto para regaderas,acero inoxidable"
49379,CR-MP-048,"Cuello de repuesto para mezcladora MP-048, Basic"
49387,MMP-420,Maneral monomando de plástico para lavabo
49388,MFP-076,Maneral monomando de plástico para fregadero
49389,MMP-100,"Juego de 2 manerales para mezcladoras plásticas, Basic"
49395,AQA-4000,"Juego accesorios para baño, 6 piezas, Aqua"
49396,AQA-77,"Toallero de argolla, línea Aqua"
49397,AQA-72,"Portarollo, línea Aqua"
49398,AQA-71,"Portavaso cepillero, línea Aqua"
49399,AQA-73,"Gancho, línea Aqua"
49404,AQA-74,"Jabonera, línea Aqua"
49405,AQA-76,"Toallero de barra, línea Aqua"
49407,AQF-85,"Mezcladora fregadero, monomando, Aqua"
49408,AQM-42,"Mezcladora lavabo, monomando, Aqua"
49410,CARMO-2,Cartucho para monomandos Aqua
49411,AQMM-42,"Maneral para mezcladora tipo monomando, Aqua"
49412,R-506S,"Regadera cabeza ABS, redonda 2-1/2',  sin brazo, Basic"
49413,R-507S,"Regadera cabeza ABS, redonda 3',  sin brazo, Basic"
49415,R-508S,"Regadera plástica, 5 funciones, sin brazo, Aqua"
49416,CARCE-8,"Cartucho de repuesto para mezcladoras de palanca, Basic"
49417,CARCE-9,"Juego de 2 cartuchos para mezcladoras plásticas, Basic"
49424,RS-600,"Resumidero de zinc, redondo, modelo 'A', 3-3/4', Basic"
49425,RS-502,"Resumidero polipropileno, redondo, modelo 'A', 3-3/4', Basic"
49426,RS-500,"Resumidero polipropileno, redondo, modelo 'C', 3-3/4', Basic"
49427,RS-801,"Resumidero de latón, cuadrado, modelo 'A',4 x 4', Riviera"
49428,RS-701,"Resumidero acero inoxidable, cuadrado, modelo 'A',4x4', Aqua"
49432,R-018,"Regadera manual con soporte, Aqua"
49433,R-008,"Regadera con extensión tipo teléfono, Aqua"
49435,AQM-71,"Monomando para regadera, Aqua"
49436,MMO-6,Mangueras para mezcladora tipo monomando
49438,CARMO-1,Cartucho para monomandos Riviera
49441,DE-151,Sistema de desagüe automático para lavabo
49443,AQMM-80,Juego de manerales de zinc
49445,MEA-360-B,"Ensamble para regadera para empotrar de compresión, Basic"
49446,MEA-90-B,"Ensamble para regadera para empotrar de 1/4 de vuelta, Basic"
49447,AQF-92,"Mezcladora fregadero, a la pared, Aqua"
49448,R-509,"Regadera cónica, 2-1/2' con brazo y chapetón, Aqua"
49449,R-509S,"Regadera cónica, 2-1/2', sin brazo, Aqua"
49450,R-007,"Regadera plástica tipo teléfono, Basic"
49451,R-510,"Regadera redonda, plástica, 6', con brazo, Aqua"
49452,R-511,"Regadera cuadrada, plástica, 8', con brazo, Aero"
49453,R-511S,"Regadera cuadrada, plástica, 8', sin brazo, Aqua"
49454,R-510S,"Regadera redonda, plástica, 6', sin brazo, Aqua"
49455,MM-700,"Juego manerales, lavabo, palanca, Basic"
49456,MM-200Z,"Juego 2 manerales de acrilico fregadero y lavabo azul, Basic"
49457,MM-200A,"Juego manerales, lavabo y fregadero, ambar, Basic"
49458,MM-200H,"Juego manerales, lavabo y fregadero, humo, Basic"
49460,R-200,"Regadera redonda de lujo, Aero"
49461,MR-200Z,"Juego de 2 manerales de acrilico regadera azul, Basic"
49462,MR-200A,"Juego de 2 manerales de acrilico regadera ámbar, Basic"
49463,MR-200H,"Juego de 2 manerales de acrilico regadera humo, Basic"
49465,MMO-F-398,"Mangueras p/monomando cuello extraible, Riviera"
49467,BCH-200,"Brazo y chapetón de repuesto para regaderas, latón"
49468,R-200S,"Regadera, 2-3/4', sin brazo, Aero"
49471,BCH-700,"Brazo y chapetón de repuesto para regadera, 30 cm"
49472,BCH-710,Brazo y chapetón de repuesto para regadera techo
49475,ESRO-1/2X,"Válvula de esfera, de latón, roscable, 1/2', alta presión"
49476,ESRO-3/4X,"Válvula de esfera, de latón, roscable, 3/4', alta presión"
49477,ESRO-1X,"Válvula de esfera, de latón, roscable, 1', alta presión"
49478,ESRO-1-1/4X,"Válvula de esfera, de latón, roscable, 1-1/4', alta presión"
49479,ESRO-1-1/2X,"Válvula de esfera, de latón, roscable, 1-1/2', alta presión"
49480,ESRO-2X,"Válvula de esfera, de latón, roscable, 2', alta presión"
49481,ESSO-1/2X,"Válvula de esfera, de latón, soldable, 1/2', alta presión"
49482,ESSO-3/4X,"Válvula de esfera, de latón, soldable, 3/4', alta presión"
49483,ESSO-1X,"Válvula de esfera, de latón, soldable, 1', alta presión"
49485,AQMR-86,Juego de 2 manerales para lavabo y fregadero metálicos
49486,CARCE-324,Cartucho cerámico para mezcladora F-324
49491,REGEL-4,"Regadera eléctrica, 4 temperaturas"
49492,RES-REG3,Resistencia de repuesto para REGEL-3
49493,RES-REG4,Resistencia de repuesto para REGEL-4
49494,BRA-REGEL,Brazo plástico para REGEL-3 y REGEL- 4
49495,BCH-400,"Brazo y chapetón para regadera, Basic"
49500,F-312,"Llave individual para fregadero, Basic"
49502,MM-312,"Maneral de repuesto para llave F-312, Basic"
49503,CARCE-312,Cartucho cerámico para llave F-312
49504,PW-018,Palanca de plástico para WC
49505,PW-020,Botón de plástico para WC
49506,CE-292,"Céspol polipropileno con contracanasta p/fregadero, 1-1/2'"
49507,CE-236,"Céspol flexible para lavabo o fregadero, acabado cromado"
49508,CE-234,"Céspol polipropileno p/lavabo con cubierta cromada, 1-1/4'"
49509,CE-232,"Céspol polipropileno, flexible p/lavabo o fregadero, blanco"
49510,FWC-P35X,"Manguera hule, 35cm,acero,conector plástico, usos generales"
49511,FWC-P35,"Manguera hule,35cm,aluminio,conector plástico,usosgenerales"
49512,FPIG-55V,"Manguera de hule, pigtail, 55 cm, vinilo, usos generales"
49513,FPIG-55,"Manguera de hule, pigtail, 55 cm, aluminio, usos generales"
49514,FGA-06X,"Manguera de hule, 60 cm, revestida de acero, usos generales"
49515,FGA-10X,"Manguera de hule, 100 cm, revestida de acero, usosgenerales"
49516,FGA-15X,"Manguera de hule, 150 cm, revestida de acero, usosgenerales"
49517,FGA-20X,"Manguera de hule, 200 cm, revestida de acero, usosgenerales"
49518,FGA-30X,"Manguera de hule, 300 cm, revestida de acero inoxidable"
49519,FGA-40X,"Manguera de hule, 400 cm, revestida de acero inoxidable"
49520,FGA-50X,"Manguera de hule, 500cm, revestida de acero inoxidable"
49526,FFR-100X,"Manguera de hule, 100 cm, acero inoxidable, usos generales"
49527,FWC-50X,"Manguera hule, 50 cm, acero inoxidable , usos generales"
49528,FWC-60X,"Manguera de hule, 60 cm, acero inoxidable, usos generales"
49529,FFR-100V,"Manguera de hule, 100 cm, vinilo, usos generales"
49530,FWC-50V,"Manguera de hule, 50 cm, vinilo , usos generales"
49531,FWC-60V,"Manguera de hule para WC, 60 cm, vinilo, usos generales"
49532,FFR-100,"Manguera de hule, 100 cm, aluminio, usos generales"
49535,FPOL-4,Flotador de poliuretano con varilla # 4
49536,FPOL-5,Flotador de poliuretano con varilla # 5
49537,FPOL-6,Flotador de poliuretano con varilla # 6
49540,FPLA-4,Flotador de plástico # 4
49541,FPLA-5,Flotador de plástico # 5
49542,FPLA-6,Flotador de plástico # 6
49545,VAF-15,Varilla para flotador 15 cm
49546,VAF-22,Varilla para flotador 22 cm
49547,VAF-27,Varilla para flotador 27 cm
49550,MP-420,"Monomando para lavabo, cuerpo de plástico, Basic "
49551,FP-076,"Monomando para fregadero, cuerpo de plástico, Basic"
49555,TAPA-5,"Tapa para coladera, 5'"
49560,PPVC-50,"Pegamento para PVC, tubo 50 g"
49561,PPVC-90,"Pegamento para PVC, bote 90 ml"
49562,PPVC-145,"Pegamento para PVC, bote 145 ml"
49563,PPVC-250,"Pegamento para PVC, bote 250 ml"
49564,PPVC-500,"Pegamento para PVC, bote 500 ml"
49565,PCPVC-50,"Pegamento para CPVC, tubo 50 g"
49566,PCPVC-90,"Pegamento para CPVC, bote 90 ml"
49567,PCPVC-145,"Pegamento para CPVC, bote 145 ml"
49568,PCPVC-250,"Pegamento para CPVC, bote 250 ml"
49569,PCPVC-500,"Pegamento para CPVC, bote 500 ml"
49575,R-204,"Regadera redonda, 4', con brazo, Element"
49576,R-206,"Regadera redonda, 6', con brazo, Element"
49577,R-208,"Regadera redonda, 8', con brazo, Element"
49581,R-204S,"Regadera redonda, 4', sin brazo, Element"
49582,R-206S,"Regadera redonda, 6', sin brazo, Element"
49583,R-208S,"Regadera redonda, 8', sin brazo, Element"
49587,M-048-C,"Mezcladora lavabo, cierre compresión, Basic"
49589,M-050-C," Mezcladora lavabo, cuello curvo, compresión, Basic"
49590,M-048PB,"Mezcladora lavabo, manerales palanca, Basic, blister"
49591,M-050PB,"Mezcladora lavabo, manerales palanca, cuello curvo, blister"
49595,CUTA-44,"Cubretaladro de acero inoxidable, 44 mm"
49596,CUTA-44N,"Cubretaladro de acero inoxidable, satinado, 44 mm"
49600,E-652SCE,"Juego 2 llaves empotrar soldables, cerámico de 1/4 vuelta"
49601,E-052SCE,"Juego 2 llaves empotrar roscables, cerámico de 1/4 vuelta"
49605,VW-256,"Juego de accesorios para WC, con sistema DUO"
49607,A-900,"Juego accesorios para baño, 5 piezas, Foset Basic"
49608,A-905,"Toallero de barra, Foset Basic"
49609,A-906,"Gancho doble, Foset Basic"
49610,A-907,"Portavaso cepillero, Foset Basic"
49611,A-908,"Jabonera, Foset Basic"
49612,A-917,"Portarrollo, Foset Basic"
49616,COL-51,"Coladera universal de polipropileno 5', rejilla cromada"
49618,COL-61,"Coladera polipropileno 5', salida lateral 2', rejilla"
49625,CHU-4032,"Chupón de hule negro, 40-32mm"
49626,CHU-5032,"Chupón de hule negro, 50-32mm"
49627,CHU-5040,"Chupón de hule negro, 50-40mm"
49631,AEA-70,"Ancla para accesorios de baño, línea Aero"
49632,AEA-71,"Portavaso cepillero, con vaso, línea Aero"
49633,AEA-71VA,"Vaso de repuesto para portavaso, Aero"
49634,AEA-72,"Portarollo, Aero"
49635,AEA-73,"Gancho sencillo, línea Aero"
49636,AEA-74,"Jabonera con plato de vidrio, línea Aero"
49637,AEA-74PL,"Plato de vidrio de repuesto para jabonera, línea Aero"
49638,AEA-76,"Toallero de barra, línea Aero"
49639,AEA-77,"Toallero de argolla, línea Aero"
49640,AEA-7000,"Juego de accesorios para baño, 6 piezas, Aero"
49647,CC-511,"Codo de cobre 90°, rosca exterior 1/2'"
49648,CC-512,"Codo de cobre 90°, rosca exterior 3/4'"
49649,CC-513,"Codo de cobre 90°, rosca exterior 1'"
49650,CC-501,"Codo de cobre 90°, rosca interior 1/2'"
49651,CC-502,"Codo de cobre 90°, rosca interior 3/4'"
49652,CC-503,"Codo de cobre 90°, rosca interior 1'"
49653,CC-611,"Conector de cobre, rosca exterior 1/2'"
49654,CC-612,"Conector de cobre, rosca exterior 3/4'"
49655,CC-613,"Conector de cobre, rosca exterior 1'"
49656,CC-601,"Conector de cobre, rosca interior 1/2'"
49657,CC-602,"Conector de cobre, rosca interior 3/4'"
49658,CC-603,"Conector de cobre, rosca interior 1'"
49659,CC-971,"Tuerca unión, cobre a rosca externa, 1/2'"
49660,CC-972,"Tuerca unión, cobre a rosca externa, 3/4'"
49661,CC-973,"Tuerca unión, cobre a rosca externa, 1'"
49662,ELA-75DI,"Repuesto de jabón dispensador, cromado, Element"
49663,ELA-75DIN,"Repuesto de jabón dispensador, satinado, Element"
49664,ELA-70,"Ancla para accesorios de baño, línea Element"
49665,ELA-75,"Dispensador de jabón, cromado, Element"
49666,ELA-75N,"Dispensador de jabón, satinado, Element"
49667,ELA-73,"Gancho doble, cromado, línea Element"
49668,ELA-71,"Portavaso cepillero, cromado, línea Element"
49669,ELA-74,"Jabonera con plato de vidrio, cromado, línea Element"
49670,ELA-77,"Toallero de argolla, cromado, línea Element"
49671,ELA-72,"Portarollo, cromado, línea Element"
49672,ELA-76,"Toallero de barra, cromado, línea Element"
49673,ELA-73N,"Gancho doble, satinado, línea Element"
49674,ELA-71N,"Portavaso cepillero, satinado, línea Element"
49675,ELA-74N,"Jabonera con plato de vidrio, satinado, línea Element"
49676,ELA-77N,"Toallero de argolla, satinado, línea Element"
49677,ELA-72N,"Portarollo, satinado, línea Element"
49678,ELA-76N,"Toallero de barra, satinado, línea Element"
49679,ELA-78,"Toallero repisas portatoalla, cromado, línea Element"
49680,ELA-78N,"Toallero repisas portatoalla, satinado, línea Element"
49681,ELA-7000,"Juego de accesorios para baño, 6 piezas, cromado, Element"
49682,ELA-7000N,"Juego de accesorios para baño, 6 piezas, satinado, Element"
49683,ELA-79,"Ancla para repisa de toalla, línea Element"
49684,AQF-83,"Monomando para fregadero, cuello alto, Aqua"
49685,AQF-84,"Mezcladora para fregadero, con manguera extraíble, Aqua"
49686,AQF-81,"Mezcladora fregadero, manerales cruceta, acero inox. Aqua"
49687,AQF-82,"Mezcladora fregadero, manerales palanca, acero inox. Aqua"
49690,AQM-61,"Mezcladora lavabo,tipo bar,manerales cruceta,acero inox,Aqua"
49691,AQM-62,"Mezcladora lavabo,tipo bar,manerales palanca,acero inox,Aqua"
49692,AQM-51,"Mezcl. lavabo, manerales cruceta, cuello alto, acero, Aqua"
49693,AQM-52,"Mezcl. lavabo, manerales palanca, cuello alto, acero inox,Aq"
49700,CC-261,"Cople de cobre, 1/2'"
49701,CC-262,"Cople de cobre, 3/4'"
49702,CC-263,"Cople de cobre, 1'"
49707,CC-361,"Tapón capa de cobre, 1/2'"
49708,CC-362,"Tapón capa de cobre, 3/4'"
49709,CC-363,"Tapón capa de cobre, 1'"
49714,CC-561,Codo 90° de cobre de 1/2'
49715,CC-562,Codo 90° de cobre de 3/4'
49716,CC-563,Codo 90° de cobre de 1'
49721,CC-521,"Codo 90° de cobre, reducido, 3/4' x 1/2'"
49722,CC-522,"Codo 90° de cobre, reducido, 1' x 1/2'"
49723,CC-523,"Codo 90° de cobre, reducido, 1' x 3/4'"
49728,CC-861,Codo 45° de cobre de 1/2'
49729,CC-862,Codo 45° de cobre de 3/4'
49730,CC-863,Codo 45° de cobre de 1'
49735,CC-761,"Tee de cobre sencilla, 1/2'"
49736,CC-762,"Tee de cobre sencilla, 3/4'"
49737,CC-763,"Tee de cobre sencilla, 1'"
49741,CC-721,"Tee de cobre reducida, 1/2' x 1/2' x 3/4'"
49742,CC-722,"Tee de cobre reducida, 3/4' x 1/2' x 1/2'"
49743,CC-723,"Tee de cobre reducida, 3/4' x 1/2' x 3/4'"
49744,CC-724,"Tee de cobre reducida, 3/4' x 3/4' x 1/2'"
49749,CC-291,"Cople reducción campana de cobre, 3/4'x 1/2'"
49750,CC-292,"Cople reducción campana de cobre, 1'x 1/2'"
49751,CC-293,"Cople reducción campana de cobre, 1'x 3/4'"
49756,CC-231,Cople reducción bushing de cobre  3/4'x 1/2'
49757,CC-232,"Cople reducción bushing de cobre , 1'x 1/2'"
49758,CC-233,"Cople reducción bushing de cobre , 1'x 3/4'"
49762,AEM-91,"Mezcladora para lavabo de taladros separados, Aero"
49763,AEM-41,"Mezcladora para lavabo, nariz larga, 4', Aero"
49764,AEM-42,"Mezcladora para lavabo, cuello alto, 4', Aero"
49765,AEM-44,"Monomando para lavabo de 4', Aero"
49766,AEM-43,"Mezcladora para lavabo de 4', tipo bar, Aero"
49767,AEM-71,"Monomando para regadera, Aero"
49771,AEF-82,"Monomando para fregadero con cuello extraíble, Aero"
49772,AEF-83,"Monomando para fregadero, Aero"
49773,AEF-81,"Mezcladora para fregadero, cuello alto, 8', Aero"
49777,AER-51,"Salida de tina con desviador, Aero"
49778,AEMR-61,"Manerales para regadera, Aero"
49780,AQMM-61,"Juego 2 manerales tipo cruceta para lavabo, Aqua"
49781,AQMM-62,"Juego 2 manerales tipo palanca para lavabo, Aqua"
49785,AQMR-61,"Juego 2 manerales tipo cruceta para llave empotrar, Aqua"
49786,AQMR-62,"Juego 2 manerales tipo palanca para llave empotrar, Aqua"
49790,AQCR-60,"Cuello de repuesto para lavabo, tipo bar, Aqua"
49791,AQCR-80,"Cuello de repuesto para fregadero, Aqua"
49796,AQE-061,"Juego 2 llaves de empotrar, roscables tipo cruceta, Aqua"
49797,AQE-062,"Juego 2 llaves de empotrar, roscables tipo palanca, Aqua"
49798,AQE-661,"Juego 2 llaves de empotrar, soldable tipo cruceta, Aqua"
49799,AQE-662,"Juego 2 llaves de empotrar, soldable tipo palanca, Aqua"
49805,AQI-11,"Juego 2 llaves para lavabo, manerales de cruceta, Aqua"
49810,CV-971,"Tuerca unión de PPR, 1/2'x1/2', 20x20mm"
49811,CV-972,"Tuerca unión de PPR, 3/4'x3/4', 25x25mm"
49812,CV-973,"Tuerca unión de PPR, 1'x1', 32x32mm"
49816,CV-981,"Tuerca unión mixta de PPR, 20mmx1/2'"
49817,CV-982,"Tuerca unión mixta de PPR, 25mmx3/4'"
49818,CV-983,"Tuerca unión mixta de PPR, 32mmx1'"
49822,CV-221,"Reducción de PPR, 3/4'x1/2', 25x20mm"
49823,CV-222,"Reducción de PPR, 1'x1/2', 32x20mm"
49824,CV-223,"Reducción de PPR, 1'x3/4', 32x25mm"
49828,CV-052,"Llave de empotrar para regadera de PPR, 2 pzas."
49832,CV-761,"Tee de PPR sencilla , 1/2', 20mm"
49833,CV-762,"Tee de PPR sencilla, 3/4', 25mm"
49834,CV-763,"Tee de PPR sencilla , 1', 32mm"
49838,CV-711,"Tee de PPR, 1/2', 20mm, macho"
49839,CV-701,"Tee de PPR, 1/2', 20mm, hembra"
49843,CV-721,"Tee de PPR reducida, 3/4'x1/2'X1/2', 25x20x20mm"
49844,CV-722,"Tee de PPR reducida, 3/4'x3/4'x1/2', 25x25x20mm"
49845,CV-723,"Tee de PPR reducida, 3/4'x1/2'x3/4', 25x20x25mm"
49849,CV-561,"Codo 90° de PPR, 1/2', 20mm"
49850,CV-562,"Codo 90° de PPR, 3/4', 25mm"
49851,CV-563,"Codo 90° de PPR, 1', 32mm"
49855,CV-511,"Codo 90° de PPR, 1/2', 20mm, macho"
49856,CV-512,"Codo 90° de PPR, 3/4', 25mm, macho"
49857,CV-513,"Codo 90° de PPR, 1', 32mm, macho"
49858,F-318-C,"Mezcladora fregadero, compresión, Basic"
49861,CV-501,"Codo 90° de PPR, 1/2', 20mm, hembra"
49862,CV-502,"Codo 90° de PPR,  3/4', 25mm, hembra"
49863,CV-503,"Codo 90° de PPR, 1', 32mm, hembra"
49867,CV-861,"Codo 45° de PPR, 1/2', 20mm"
49868,CV-862,"Codo 45° de PPR, 3/4', 25mm"
49869,CV-863,"Codo 45° de PPR , 1', 32mm"
49873,CV-361,"Tapón de PPR, 1/2', 20mm"
49874,CV-362,"Tapón de PPR, 3/4', 25mm"
49875,CV-363,"Tapón de PPR, 1', 32mm"
49879,CV-611,"Conector de PPR, 1/2', 20mm, macho"
49880,CV-612,"Conector de PPR, 3/4', 25mm, macho"
49881,CV-613,"Conector de PPR, 1', 32mm, macho"
49885,CV-601,"Conector de PPR, 1/2', 20mm, hembra"
49886,CV-602,"Conector de PPR, 3/4', 25mm, hembra"
49887,CV-603,"Conector de PPR, 1', 32mm, hembra"
49891,CV-261,"Cople de PPR, 1/2', 20mm"
49892,CV-262,"Cople de PPR,  3/4', 25mm"
49893,CV-263,"Cople de PPR, 1', 32mm"
49897,CV-001,"Tubo de PPR, 20mm, 1/2' x 4mts"
49898,CV-002,"Tubo de PPR, 25mm, 3/4' x 4mts"
49899,CV-003,"Tubo de PPR, 32mm, 1' x 4mts"
49902,AWC-35B,"Asiento económico para WC, 35 cm, blanco"
49903,AWC-40B,"Asiento para WC, 40 cm, blanco"
49904,AWC-40H,"Asiento para WC, 40 cm, hueso"
49905,AWC-45B,"Asiento para WC, 45 cm, blanco"
49906,AWC-45H,"Asiento para WC, 45 cm, hueso"
49910,BASC-180B,"Báscula digital, hasta 180 kg para baño"
49914,ELF-82,"Mezcladora para fregadero con manguera extraíble, Element"
49915,ELF-83,"Monomando para fregadero, cuello alto, Element"
49916,ELF-81,"Mezcladora para fregadero, cuello alto, Element"
49920,ELF-82N,"Mezcladora para fregadero, manguera extraible, satín,Element"
49921,ELF-83N,"Monomando para fregadero, cuello alto, satín, Element"
49922,ELF-81N,"Mezcladora cuello alto, satín, Element"
